,name,AP,R@10,R@1000,nDCG@10,nDCG@1000
0,bm25,0.18063606979640562,0.11122429443529336,0.4551433125902102,0.3014540297638132,0.3810773610107732
1,bm25_rm3,0.2042434962921606,0.11842555702315515,0.4928703599596719,0.32313180604657293,0.40748661512200535
2,bm25_splade,0.16089508479059444,0.10523573152792347,0.39632385188048214,0.28125208870216617,0.33558587193146344
3,bm25_rm3_t5,0.2453515281122602,0.1458219970120041,0.4928703599596719,0.43094464903101937,0.46013449044554405
